Game,Max depth,Move Order,Winner
57,3,"['a', 'c', 'b', 'e', 'd', 'f']",0
58,4,"['a', 'd', 'e', 'b', 'c', 'f']",1
59,5,"['a', 'f', 'c', 'd', 'b', 'e']",0
60,2,"['e', 'c', 'd', 'b', 'f', 'a']",1
61,3,"['f', 'd', 'a', 'e', 'c', 'b']",0
62,4,"['e', 'f', 'b', 'd', 'c', 'a']",0
63,5,"['e', 'f', 'd', 'c', 'a', 'b']",0
64,2,"['a', 'c', 'f', 'b', 'd', 'e']",1
65,3,"['a', 'd', 'c', 'f', 'b', 'e']",0
66,4,"['a', 'd', 'f', 'b', 'e', 'c']",1
67,5,"['e', 'f', 'b', 'c', 'd', 'a']",0
68,2,"['d', 'a', 'e', 'b', 'c', 'f']",1
69,3,"['e', 'a', 'f', 'd', 'c', 'b']",1
70,4,"['f', 'a', 'b', 'e', 'c', 'd']",0
71,5,"['a', 'd', 'e', 'f', 'c', 'b']",1
72,2,"['d', 'b', 'c', 'f', 'e', 'a']",1
73,3,"['a', 'd', 'b', 'f', 'e', 'c']",0
74,4,"['a', 'f', 'd', 'b', 'c', 'e']",0
75,5,"['f', 'c', 'd', 'a', 'e', 'b']",0
76,2,"['e', 'f', 'b', 'd', 'c', 'a']",1
77,3,"['e', 'a', 'f', 'd', 'b', 'c']",0
78,4,"['e', 'f', 'd', 'b', 'c', 'a']",0
79,5,"['e', 'b', 'f', 'a', 'd', 'c']",0
80,2,"['a', 'd', 'e', 'b', 'c', 'f']",1
81,3,"['c', 'e', 'b', 'f', 'd', 'a']",0
82,4,"['a', 'c', 'e', 'd', 'f', 'b']",0
83,5,"['a', 'f', 'c', 'b', 'e', 'd']",0
84,2,"['e', 'b', 'f', 'a', 'd', 'c']",0
85,3,"['c', 'e', 'd', 'a', 'b', 'f']",1
86,4,"['e', 'a', 'c', 'f', 'd', 'b']",0
87,5,"['a', 'd', 'f', 'e', 'c', 'b']",1
88,2,"['b', 'c', 'a', 'd', 'f', 'e']",1
89,3,"['f', 'a', 'c', 'e', 'b', 'd']",1
90,4,"['b', 'f', 'd', 'e', 'c', 'a']",0
91,5,"['a', 'e', 'f', 'd', 'c', 'b']",1
92,2,"['d', 'a', 'b', 'f', 'e', 'c']",1
93,3,"['a', 'd', 'f', 'c', 'b', 'e']",0
94,4,"['b', 'c', 'f', 'd', 'a', 'e']",0
95,5,"['c', 'd', 'a', 'e', 'f', 'b']",1
96,2,"['c', 'd', 'a', 'b', 'f', 'e']",1
97,3,"['c', 'f', 'a', 'b', 'e', 'd']",0
98,4,"['e', 'b', 'a', 'f', 'd', 'c']",1
99,5,"['d', 'c', 'a', 'b', 'e', 'f']",1
Games won,by player 0,with heuristic2: ,51
Games won,by player 1,with heuristic4: ,49
