Game,Max depth,Move Order,Winner
70,4,"['e', 'a', 'c', 'f', 'b', 'd']",0
71,5,"['a', 'd', 'b', 'f', 'c', 'e']",1
72,2,"['c', 'd', 'e', 'f', 'a', 'b']",1
73,3,"['d', 'c', 'f', 'b', 'e', 'a']",0
74,4,"['b', 'a', 'e', 'd', 'c', 'f']",0
75,5,"['b', 'f', 'c', 'e', 'a', 'd']",0
76,2,"['e', 'c', 'a', 'f', 'd', 'b']",0
77,3,"['f', 'd', 'c', 'a', 'e', 'b']",0
78,4,"['d', 'b', 'c', 'a', 'f', 'e']",1
79,5,"['b', 'c', 'a', 'f', 'd', 'e']",0
80,2,"['b', 'd', 'a', 'e', 'c', 'f']",1
81,3,"['f', 'b', 'a', 'd', 'c', 'e']",0
82,4,"['c', 'f', 'a', 'b', 'e', 'd']",0
83,5,"['d', 'c', 'a', 'b', 'e', 'f']",0
84,2,"['a', 'b', 'c', 'f', 'd', 'e']",1
85,3,"['c', 'a', 'd', 'f', 'b', 'e']",1
86,4,"['c', 'a', 'd', 'b', 'f', 'e']",1
87,5,"['a', 'b', 'e', 'd', 'c', 'f']",0
88,2,"['b', 'f', 'c', 'a', 'd', 'e']",1
89,3,"['a', 'd', 'e', 'c', 'f', 'b']",0
90,4,"['f', 'c', 'a', 'd', 'e', 'b']",0
91,5,"['f', 'b', 'e', 'a', 'c', 'd']",0
92,2,"['f', 'e', 'c', 'd', 'a', 'b']",1
93,3,"['d', 'a', 'c', 'e', 'b', 'f']",0
94,4,"['d', 'a', 'e', 'b', 'f', 'c']",0
95,5,"['e', 'f', 'a', 'b', 'd', 'c']",0
96,2,"['f', 'd', 'b', 'e', 'c', 'a']",0
97,3,"['b', 'a', 'd', 'f', 'c', 'e']",0
98,4,"['b', 'a', 'e', 'f', 'd', 'c']",0
99,5,"['e', 'a', 'c', 'd', 'b', 'f']",0
Games won,by player 0,with heuristic1: ,71
Games won,by player 1,with heuristic4: ,29
