Game,Max depth,Move Order,Winner
39,5,"['b', 'a', 'c', 'e', 'f', 'd']",0
40,2,"['e', 'd', 'c', 'f', 'b', 'a']",1
41,3,"['c', 'd', 'e', 'b', 'f', 'a']",1
42,4,"['f', 'e', 'a', 'b', 'd', 'c']",1
43,5,"['d', 'a', 'c', 'f', 'b', 'e']",1
44,2,"['d', 'f', 'b', 'a', 'c', 'e']",0
45,3,"['d', 'c', 'f', 'b', 'a', 'e']",1
46,4,"['e', 'd', 'f', 'c', 'b', 'a']",0
47,5,"['f', 'c', 'd', 'b', 'e', 'a']",1
48,2,"['a', 'b', 'c', 'f', 'e', 'd']",0
49,3,"['a', 'e', 'd', 'b', 'c', 'f']",1
50,4,"['b', 'd', 'f', 'c', 'a', 'e']",0
51,5,"['b', 'e', 'd', 'f', 'a', 'c']",1
52,2,"['a', 'e', 'b', 'c', 'f', 'd']",0
53,3,"['d', 'e', 'f', 'b', 'a', 'c']",1
54,4,"['a', 'e', 'b', 'f', 'd', 'c']",0
55,5,"['e', 'c', 'd', 'b', 'f', 'a']",0
56,2,"['b', 'f', 'd', 'c', 'a', 'e']",0
57,3,"['c', 'd', 'e', 'a', 'b', 'f']",1
58,4,"['a', 'b', 'd', 'f', 'e', 'c']",1
59,5,"['a', 'f', 'd', 'b', 'e', 'c']",1
60,2,"['b', 'f', 'a', 'd', 'e', 'c']",0
61,3,"['b', 'a', 'f', 'c', 'd', 'e']",0
62,4,"['e', 'd', 'b', 'f', 'c', 'a']",0
63,5,"['c', 'e', 'f', 'd', 'b', 'a']",0
64,2,"['b', 'a', 'd', 'e', 'c', 'f']",0
65,3,"['b', 'a', 'f', 'e', 'c', 'd']",1
66,4,"['c', 'b', 'a', 'd', 'e', 'f']",0
67,5,"['e', 'f', 'd', 'c', 'a', 'b']",0
68,2,"['c', 'b', 'e', 'f', 'a', 'd']",0
69,3,"['f', 'd', 'a', 'c', 'b', 'e']",1
70,4,"['f', 'a', 'b', 'd', 'c', 'e']",1
71,5,"['d', 'f', 'c', 'a', 'b', 'e']",1
72,2,"['d', 'c', 'f', 'e', 'b', 'a']",0
73,3,"['a', 'e', 'd', 'b', 'c', 'f']",1
74,4,"['e', 'a', 'f', 'd', 'b', 'c']",1
75,5,"['a', 'd', 'b', 'e', 'f', 'c']",1
76,2,"['c', 'e', 'a', 'd', 'b', 'f']",1
77,3,"['f', 'b', 'e', 'c', 'a', 'd']",0
78,4,"['c', 'd', 'f', 'e', 'a', 'b']",0
79,5,"['f', 'b', 'e', 'd', 'c', 'a']",1
80,2,"['f', 'e', 'd', 'b', 'c', 'a']",0
81,3,"['d', 'e', 'b', 'f', 'a', 'c']",1
82,4,"['c', 'd', 'e', 'f', 'a', 'b']",0
83,5,"['f', 'b', 'e', 'd', 'c', 'a']",1
84,2,"['b', 'e', 'd', 'a', 'f', 'c']",0
85,3,"['d', 'a', 'e', 'f', 'b', 'c']",1
86,4,"['d', 'c', 'e', 'a', 'b', 'f']",1
87,5,"['c', 'd', 'e', 'f', 'b', 'a']",0
88,2,"['c', 'd', 'f', 'b', 'a', 'e']",0
89,3,"['d', 'c', 'b', 'a', 'e', 'f']",0
90,4,"['f', 'a', 'b', 'c', 'e', 'd']",1
91,5,"['a', 'f', 'd', 'b', 'c', 'e']",1
92,2,"['e', 'b', 'a', 'f', 'c', 'd']",0
93,3,"['e', 'a', 'b', 'd', 'c', 'f']",1
94,4,"['b', 'c', 'd', 'e', 'f', 'a']",0
95,5,"['a', 'f', 'c', 'b', 'e', 'd']",0
96,2,"['d', 'c', 'f', 'e', 'a', 'b']",0
97,3,"['c', 'f', 'd', 'e', 'b', 'a']",0
98,4,"['f', 'd', 'a', 'c', 'e', 'b']",0
99,5,"['d', 'b', 'a', 'c', 'f', 'e']",1
Games won,by player 0,with heuristic5: ,53
Games won,by player 1,with heuristic6: ,47
